Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-07-27,18:52:54,"""CNR2143535""",Incomplete,"""CID4138923""",Premier Sedan,Kashmere Gate ISBT,Gwal Pahari,5.9,12.9,,,,,1.0,Vehicle Breakdown,798.0,3.83,,,UPI
2024-12-08,13:48:28,"""CNR5611154""",Completed,"""CID5015986""",Auto,Cyber Hub,Welcome,5.8,17.5,,,,,,,943.0,25.67,4.9,4.3,UPI
2024-09-09,10:35:17,"""CNR2755632""",Completed,"""CID6073029""",Auto,Barakhamba Road,Noida Sector 18,2.8,27.4,,,,,,,595.0,41.32,4.9,4.3,Credit Card
2024-07-26,15:26:50,"""CNR1406471""",Completed,"""CID6589552""",Auto,GTB Nagar,Vidhan Sabha,7.4,38.4,,,,,,,376.0,26.86,4.3,4.5,UPI
2024-01-11,17:10:35,"""CNR8404371""",Completed,"""CID2358856""",Go Sedan,Seelampur,Tughlakabad,13.0,44.5,,,,,,,379.0,8.2,4.3,4.8,UPI
2024-11-13,04:33:41,"""CNR1127735""",Completed,"""CID7599823""",Auto,Samaypur Badli,Saket,11.3,40.7,,,,,,,992.0,42.72,4.3,4.9,Uber Wallet
2024-11-27,15:26:14,"""CNR6102841""",Completed,"""CID2016799""",Go Mini,Green Park,Old Gurgaon,10.3,38.9,,,,,,,972.0,11.52,4.3,4.3,Debit Card
2024-02-28,18:41:30,"""CNR7860276""",Completed,"""CID5932809""",eBike,Welcome,Meerut,8.8,20.6,,,,,,,206.0,45.49,3.8,4.6,UPI
2024-04-01,22:20:03,"""CNR3873031""",Completed,"""CID2308100""",Go Mini,Connaught Place,Narsinghpur,6.2,15.7,,,,,,,747.0,20.11,4.4,3.6,Cash
2024-09-01,19:47:25,"""CNR7009265""",Completed,"""CID8921306""",Bike,New Colony,Barakhamba Road,14.9,21.8,,,,,,,800.0,40.72,4.5,4.6,UPI
2024-01-24,20:43:16,"""CNR4988902""",Completed,"""CID3572058""",Auto,Chanakyapuri,Ashok Park Main,6.1,32.7,,,,,,,843.0,48.17,4.0,4.3,UPI
2024-01-25,13:26:31,"""CNR3345314""",Incomplete,"""CID5505739""",Premier Sedan,Vidhan Sabha,Mandi House,2.1,23.6,,,,,1.0,Customer Demand,486.0,8.22,,,Credit Card
2024-07-07,08:22:52,"""CNR1275739""",Completed,"""CID7881819""",Bike,Huda City Centre,Moolchand,10.0,31.1,,,,,,,1128.0,2.82,4.6,4.6,UPI
2024-03-19,14:05:44,"""CNR6235694""",Completed,"""CID5949219""",Auto,Mandi House,Old Gurgaon,13.5,38.9,,,,,,,875.0,20.83,4.2,4.6,Uber Wallet
2024-07-16,15:06:48,"""CNR5014463""",Completed,"""CID3091437""",Go Mini,Tis Hazari,Bhiwadi,4.1,22.1,,,,,,,753.0,9.24,4.3,4.9,Credit Card
2024-04-25,07:28:42,"""CNR6797372""",No Driver Found,"""CID1149429""",Premier Sedan,Vidhan Sabha,Shivaji Park,,,,,,,,,,,,,
2024-03-13,15:47:25,"""CNR9717416""",Completed,"""CID9060738""",Premier Sedan,IGI Airport,Ghitorni Village,13.6,30.7,,,,,,,527.0,29.88,4.6,4.2,Cash
2024-12-15,19:35:52,"""CNR1848296""",Cancelled by Customer,"""CID8604615""",Go Sedan,RK Puram,Arjangarh,8.9,,1.0,Change of plans,,,,,,,,,
2024-06-10,16:54:15,"""CNR9092127""",Completed,"""CID8850195""",eBike,Maidan Garhi,Raj Nagar Extension,4.6,34.9,,,,,,,792.0,26.23,4.2,4.6,UPI
2024-08-07,08:03:53,"""CNR5325976""",Cancelled by Customer,"""CID5496032""",Bike,Gurgaon Sector 29,Paschim Vihar,13.0,,1.0,Wrong Address,,,,,,,,,
2024-07-06,09:03:40,"""CNR3104248""",Completed,"""CID5160968""",Go Mini,Vishwavidyalaya,Qutub Minar,14.3,26.7,,,,,,,1687.0,3.86,4.6,4.6,UPI
2024-07-31,09:35:18,"""CNR6002358""",Completed,"""CID2594684""",Go Mini,Inderlok,Kaushambi,3.4,19.1,,,,,,,317.0,41.04,4.2,4.4,UPI
2024-11-14,10:02:33,"""CNR8376664""",Completed,"""CID7530672""",Auto,Mehrauli,Ghaziabad,11.0,18.3,,,,,,,120.0,17.22,3.9,3.7,Cash
2024-04-29,07:57:47,"""CNR1288576""",Cancelled by Customer,"""CID7185885""",Go Mini,Pragati Maidan,Greater Noida,11.5,,1.0,Driver asked to cancel,,,,,,,,,
2024-08-06,12:07:16,"""CNR4843757""",Completed,"""CID1389951""",Go Sedan,Pitampura,Vidhan Sabha,4.5,43.6,,,,,,,922.0,38.5,3.3,4.6,Uber Wallet
2024-09-13,11:07:00,"""CNR9822643""",Completed,"""CID3244486""",Bike,Raj Nagar Extension,Noida Extension,14.9,37.2,,,,,,,441.0,40.24,4.7,4.6,UPI
2024-02-12,10:42:05,"""CNR8298553""",Completed,"""CID4396865""",Bike,Vasant Kunj,Noida Film City,9.3,33.0,,,,,,,219.0,38.89,4.2,4.3,Debit Card
2024-04-18,10:31:17,"""CNR5395221""",Cancelled by Driver,"""CID6910906""",eBike,Sarai Kale Khan,Manesar,10.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-05,17:28:53,"""CNR1368150""",Cancelled by Driver,"""CID5159994""",Auto,Sikanderpur,Panchsheel Park,8.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-08,16:54:39,"""CNR7706744""",Cancelled by Driver,"""CID9264549""",Go Mini,Connaught Place,Shivaji Park,5.7,,,,1.0,Personal & Car related issues,,,,,,,
2024-02-28,17:08:56,"""CNR3175168""",No Driver Found,"""CID3354899""",Auto,Badarpur,Qutub Minar,,,,,,,,,,,,,
2024-12-20,10:14:02,"""CNR1774200""",Completed,"""CID5093123""",eBike,Laxmi Nagar,Huda City Centre,11.7,19.0,,,,,,,270.0,42.94,4.2,4.2,Uber Wallet
2024-05-06,15:07:12,"""CNR8701304""",Cancelled by Driver,"""CID8694430""",Bike,GTB Nagar,Pitampura,10.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-19,16:12:55,"""CNR2395462""",No Driver Found,"""CID1479928""",Auto,Manesar,Gurgaon Sector 29,,,,,,,,,,,,,
2024-02-10,19:47:53,"""CNR2743227""",Completed,"""CID5980948""",Premier Sedan,Golf Course Road,Munirka,6.2,19.7,,,,,,,731.0,21.81,4.3,4.2,UPI
2024-01-03,15:04:52,"""CNR2728092""",Completed,"""CID4798426""",Go Sedan,Pragati Maidan,Karkarduma,10.0,33.4,,,,,,,600.0,48.06,4.1,4.7,UPI
2024-01-08,21:11:16,"""CNR6772448""",Completed,"""CID1567978""",Auto,Rajiv Nagar,Udyog Bhawan,2.3,34.0,,,,,,,281.0,25.43,3.9,4.9,UPI
2024-08-26,13:34:35,"""CNR5791437""",Completed,"""CID1755336""",eBike,Saket,Golf Course Road,12.1,21.2,,,,,,,491.0,42.32,3.7,4.3,Cash
2024-10-11,20:27:34,"""CNR1241229""",Cancelled by Customer,"""CID7781778""",Go Mini,Bhiwadi,Tis Hazari,19.9,,1.0,Driver asked to cancel,,,,,,,,,
2024-12-05,06:27:30,"""CNR3124865""",Completed,"""CID9379556""",Go Sedan,Noida Sector 62,Dwarka Sector 21,12.3,23.4,,,,,,,73.0,35.35,4.3,4.5,Debit Card
2024-07-18,15:41:41,"""CNR7168142""",Cancelled by Customer,"""CID8396601""",Go Sedan,Preet Vihar,Green Park,19.9,,1.0,Driver asked to cancel,,,,,,,,,
2024-07-02,23:26:26,"""CNR7150293""",Completed,"""CID5982189""",Bike,Lajpat Nagar,Sadar Bazar Gurgaon,2.8,43.7,,,,,,,432.0,11.11,4.3,4.4,UPI
2024-11-19,08:15:06,"""CNR7643105""",Completed,"""CID4839654""",Premier Sedan,Rohini,Saket A Block,8.0,21.5,,,,,,,603.0,39.91,4.5,5.0,UPI
2024-05-10,11:26:46,"""CNR9728746""",Completed,"""CID1248757""",eBike,Dilshad Garden,IMT Manesar,10.8,29.3,,,,,,,367.0,44.06,3.6,4.6,Uber Wallet
2024-02-23,05:11:00,"""CNR9725711""",Completed,"""CID4161664""",Go Mini,South Extension,Manesar,4.2,40.1,,,,,,,376.0,16.14,4.6,4.6,Uber Wallet
2024-07-22,10:26:54,"""CNR1303955""",Completed,"""CID1951713""",Auto,Inderlok,Rohini East,3.1,35.0,,,,,,,173.0,26.81,4.2,4.3,Debit Card
2024-05-13,19:08:42,"""CNR1353247""",Cancelled by Customer,"""CID1281509""",Go Sedan,Rohini East,Rajouri Garden,11.1,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-01-04,13:07:04,"""CNR8876898""",Completed,"""CID4376195""",Auto,Narsinghpur,Rajiv Chowk,10.6,40.7,,,,,,,202.0,17.91,4.0,4.6,Debit Card
2024-05-31,13:50:49,"""CNR4362072""",Completed,"""CID2031886""",Auto,Mehrauli,Botanical Garden,3.2,23.3,,,,,,,214.0,30.67,4.1,4.3,Credit Card
2024-06-21,01:31:31,"""CNR8712854""",Completed,"""CID5031472""",Auto,Khandsa,Paharganj,8.3,32.1,,,,,,,219.0,33.91,4.9,4.7,Cash
2024-09-04,10:30:09,"""CNR7734827""",Completed,"""CID3839284""",Bike,Chanakyapuri,Azadpur,10.8,21.9,,,,,,,350.0,35.06,3.0,4.4,UPI
2024-02-10,06:39:36,"""CNR8684650""",Cancelled by Customer,"""CID5199313""",Bike,Hauz Khas,Greater Noida,7.6,,1.0,Change of plans,,,,,,,,,
2024-01-08,09:59:57,"""CNR4490271""",No Driver Found,"""CID1138532""",Uber XL,ITO,Nehru Place,,,,,,,,,,,,,
2024-12-07,07:51:58,"""CNR5723797""",Completed,"""CID2966021""",eBike,Mayur Vihar,Jasola,13.9,34.5,,,,,,,157.0,39.27,3.4,4.5,Cash
2024-08-14,19:18:46,"""CNR9017236""",Completed,"""CID7899026""",Go Sedan,Cyber Hub,MG Road,8.2,18.0,,,,,,,227.0,27.45,4.2,4.5,UPI
2024-12-20,14:05:41,"""CNR2029781""",Cancelled by Driver,"""CID5055826""",eBike,Moolchand,Punjabi Bagh,6.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-04-13,10:04:28,"""CNR9666057""",Completed,"""CID3827402""",Go Mini,Hauz Rani,Vinobapuri,14.2,37.0,,,,,,,132.0,31.23,4.9,3.8,UPI
2024-09-30,09:26:38,"""CNR6562895""",Completed,"""CID1984971""",Go Mini,RK Puram,Aya Nagar,3.5,26.7,,,,,,,216.0,41.81,4.7,4.9,Cash
2024-03-26,19:59:55,"""CNR8303549""",Completed,"""CID9143360""",Auto,Sohna Road,Moolchand,10.2,35.6,,,,,,,656.0,36.96,4.2,3.9,Cash
2024-12-17,09:42:47,"""CNR1593167""",Completed,"""CID7567784""",Bike,Udyog Bhawan,Raj Nagar Extension,14.0,30.0,,,,,,,256.0,49.88,4.6,4.5,UPI
2024-11-14,07:00:32,"""CNR2086300""",Completed,"""CID7506432""",Premier Sedan,GTB Nagar,Mundka,8.5,38.2,,,,,,,302.0,16.41,3.1,4.3,Cash
2024-11-01,13:51:02,"""CNR4749859""",Completed,"""CID2390733""",Premier Sedan,MG Road,Manesar,8.6,32.6,,,,,,,239.0,48.63,3.5,4.5,UPI
2024-08-08,16:15:49,"""CNR2503586""",Completed,"""CID5990190""",Bike,Sonipat,Paharganj,10.7,42.6,,,,,,,591.0,48.53,3.7,4.8,UPI
2024-09-27,17:28:58,"""CNR3982441""",Completed,"""CID2187873""",Go Sedan,Satguru Ram Singh Marg,Ashok Vihar,4.7,36.3,,,,,,,351.0,34.91,4.2,4.6,UPI
2024-07-30,22:49:41,"""CNR6404787""",No Driver Found,"""CID5208678""",Go Sedan,Old Gurgaon,Sonipat,,,,,,,,,,,,,
2024-07-07,15:11:52,"""CNR6023470""",Completed,"""CID9541569""",Premier Sedan,Mansarovar Park,Ardee City,3.9,25.6,,,,,,,316.0,3.72,3.4,4.3,Cash
2024-12-26,12:49:36,"""CNR4895743""",No Driver Found,"""CID1944767""",eBike,Paschim Vihar,Saidulajab,,,,,,,,,,,,,
2024-03-04,14:37:35,"""CNR1341201""",Completed,"""CID9235414""",Go Sedan,Pragati Maidan,Noida Film City,5.1,28.3,,,,,,,67.0,40.58,4.2,4.4,UPI
2024-07-06,20:42:41,"""CNR4488191""",Completed,"""CID4629545""",Auto,Manesar,Satguru Ram Singh Marg,14.3,21.6,,,,,,,170.0,36.08,4.1,4.8,UPI
2024-12-23,09:31:57,"""CNR4631253""",Completed,"""CID5382309""",Auto,Vishwavidyalaya,Golf Course Road,13.0,42.8,,,,,,,759.0,5.54,3.8,4.7,Debit Card
2024-08-29,10:37:30,"""CNR2606262""",Cancelled by Driver,"""CID7790187""",Auto,Paharganj,Rajiv Nagar,10.3,,,,1.0,Customer related issue,,,,,,,
2024-01-08,22:44:02,"""CNR6874109""",Cancelled by Driver,"""CID8932071""",Go Sedan,Rohini West,IIT Delhi,4.7,,,,1.0,More than permitted people in there,,,,,,,
2024-08-08,21:40:22,"""CNR8956153""",Cancelled by Driver,"""CID9900097""",Bike,Karkarduma,MG Road,3.2,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-03,08:52:04,"""CNR5358895""",Cancelled by Driver,"""CID9617668""",Go Mini,Badarpur,Punjabi Bagh,9.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-20,23:25:44,"""CNR7606836""",Cancelled by Customer,"""CID3540520""",eBike,Samaypur Badli,Netaji Subhash Place,18.3,,1.0,Change of plans,,,,,,,,,
2024-10-22,22:08:24,"""CNR5047760""",Completed,"""CID9357743""",Go Mini,Vatika Chowk,Hero Honda Chowk,10.1,18.4,,,,,,,407.0,43.71,4.5,4.3,UPI
2024-02-29,20:30:13,"""CNR5882165""",Cancelled by Driver,"""CID8327871""",Go Mini,Dilshad Garden,Mayur Vihar,9.2,,,,1.0,Customer related issue,,,,,,,
2024-06-19,12:12:43,"""CNR7629068""",Completed,"""CID9543493""",Auto,Lok Kalyan Marg,Rajiv Nagar,7.6,23.6,,,,,,,417.0,31.63,4.6,4.9,Cash
2024-02-01,08:10:41,"""CNR9242060""",Completed,"""CID7047699""",Bike,Peeragarhi,Dwarka Sector 21,7.8,23.4,,,,,,,427.0,46.34,4.3,3.1,Cash
2024-06-15,21:29:53,"""CNR5040288""",Cancelled by Customer,"""CID8033460""",Auto,Yamuna Bank,Barakhamba Road,14.6,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-12-28,15:48:09,"""CNR8820177""",Cancelled by Driver,"""CID5097465""",Auto,Malviya Nagar,Bhiwadi,4.4,,,,1.0,Customer related issue,,,,,,,
2024-11-13,23:26:24,"""CNR3489130""",Completed,"""CID5448093""",Auto,Subhash Chowk,Paschim Vihar,9.2,31.4,,,,,,,370.0,5.16,4.2,4.1,UPI
2024-02-09,07:11:08,"""CNR7793585""",Completed,"""CID7821074""",eBike,RK Puram,South Extension,4.5,27.1,,,,,,,626.0,6.24,4.2,4.1,Uber Wallet
2024-09-28,15:46:38,"""CNR6196228""",Completed,"""CID5158066""",Bike,Manesar,Dilshad Garden,10.1,30.6,,,,,,,1489.0,20.86,3.7,5.0,Credit Card
2024-09-20,08:47:15,"""CNR8732682""",Cancelled by Driver,"""CID6919118""",Auto,IGI Airport,DLF Phase 3,10.3,,,,1.0,Customer related issue,,,,,,,
2024-12-24,16:19:07,"""CNR4297044""",Cancelled by Driver,"""CID4208938""",Go Mini,Madipur,Anand Vihar,6.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-18,10:41:33,"""CNR7248153""",Cancelled by Driver,"""CID5880690""",Go Mini,Saket,IGNOU Road,11.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-08,17:12:19,"""CNR1199093""",Completed,"""CID9187291""",Go Sedan,Keshav Puram,Gurgaon Sector 29,9.6,32.1,,,,,,,945.0,18.78,4.9,4.9,Cash
2024-10-22,22:12:18,"""CNR2435857""",Completed,"""CID9149215""",Bike,Cyber Hub,Sikanderpur,5.5,24.2,,,,,,,890.0,13.15,3.8,4.8,Credit Card
2024-03-09,10:27:23,"""CNR2571910""",No Driver Found,"""CID6941382""",Go Sedan,Panchsheel Park,Azadpur,,,,,,,,,,,,,
2024-08-03,22:57:32,"""CNR8308418""",Cancelled by Customer,"""CID4108456""",Auto,Keshav Puram,India Gate,5.9,,1.0,Wrong Address,,,,,,,,,
2024-02-03,16:06:42,"""CNR6374674""",Cancelled by Driver,"""CID8943996""",Auto,Chirag Delhi,Moti Nagar,3.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-24,15:12:43,"""CNR7447079""",Completed,"""CID6275608""",Go Mini,Ashok Vihar,Jasola,4.9,22.8,,,,,,,873.0,39.46,4.5,4.9,Uber Wallet
2024-05-25,09:38:36,"""CNR3312936""",Completed,"""CID9702657""",Go Mini,Mehrauli,Yamuna Bank,9.1,22.0,,,,,,,149.0,24.74,3.7,4.4,Cash
2024-04-03,18:01:04,"""CNR2869280""",No Driver Found,"""CID6873536""",Go Mini,Sushant Lok,Chhatarpur,,,,,,,,,,,,,
2024-11-25,09:35:10,"""CNR7816129""",Cancelled by Customer,"""CID6604179""",Premier Sedan,Rohini East,India Gate,10.7,,1.0,Wrong Address,,,,,,,,,
2024-05-07,21:10:50,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,,,,,,,187.0,42.27,4.3,4.8,Cash
2024-12-22,22:38:35,"""CNR7500037""",Incomplete,"""CID4870465""",Go Mini,Kashmere Gate ISBT,Rithala,8.7,23.6,,,,,1.0,Other Issue,186.0,6.91,,,Uber Wallet
2024-05-23,11:22:22,"""CNR2390897""",Completed,"""CID9381415""",Premier Sedan,Sonipat,Qutub Minar,6.7,35.6,,,,,,,58.0,31.61,4.6,4.9,Cash
2024-08-31,18:10:23,"""CNR9604492""",Completed,"""CID8787682""",Bike,Greater Kailash,Shastri Park,6.6,30.0,,,,,,,217.0,47.98,4.5,3.7,Cash
2024-09-05,02:40:15,"""CNR2810119""",No Driver Found,"""CID2294386""",Premier Sedan,Kanhaiya Nagar,DLF Phase 3,,,,,,,,,,,,,
2024-12-05,18:29:54,"""CNR4113411""",Completed,"""CID9923765""",eBike,Bhiwadi,Arjangarh,12.8,25.3,,,,,,,999.0,26.3,4.2,4.3,Uber Wallet
2024-10-23,20:13:13,"""CNR1359586""",Completed,"""CID6685498""",Uber XL,Udyog Vihar,IGI Airport,14.5,26.6,,,,,,,365.0,11.69,3.7,5.0,UPI
2024-04-14,08:34:42,"""CNR7994321""",Completed,"""CID2553688""",Go Sedan,Badarpur,Madipur,8.1,34.9,,,,,,,973.0,49.84,4.6,4.7,UPI
2024-10-05,07:34:45,"""CNR4701733""",Completed,"""CID4896231""",Auto,Kanhaiya Nagar,Vaishali,6.1,30.5,,,,,,,846.0,17.79,5.0,3.8,Uber Wallet
2024-10-13,17:45:33,"""CNR2964627""",Completed,"""CID7533484""",Go Mini,Hero Honda Chowk,Ardee City,6.3,36.6,,,,,,,469.0,10.53,4.1,4.5,Cash
2024-10-24,17:46:42,"""CNR4408161""",Cancelled by Customer,"""CID7140953""",Auto,IIT Delhi,ITO,19.6,,1.0,Change of plans,,,,,,,,,
2024-05-28,13:16:21,"""CNR8261942""",Cancelled by Customer,"""CID8694752""",Premier Sedan,DLF Phase 3,IGNOU Road,8.1,,1.0,Wrong Address,,,,,,,,,
2024-09-06,13:53:26,"""CNR7385111""",Completed,"""CID9825998""",Premier Sedan,Tilak Nagar,Huda City Centre,2.8,20.7,,,,,,,459.0,27.02,3.3,4.6,UPI
2024-04-04,04:39:48,"""CNR1824601""",Completed,"""CID7790414""",Go Sedan,Pataudi Chowk,Karol Bagh,3.9,31.4,,,,,,,53.0,24.45,4.3,4.3,Uber Wallet
2024-02-26,16:52:57,"""CNR1087029""",Completed,"""CID2001472""",Auto,Preet Vihar,Jasola,11.6,25.7,,,,,,,167.0,49.83,3.7,4.3,UPI
2024-08-12,20:09:14,"""CNR2720883""",Completed,"""CID1270495""",eBike,Barakhamba Road,Kalkaji,11.2,37.6,,,,,,,259.0,34.31,3.3,4.6,Uber Wallet
2024-03-18,10:19:22,"""CNR2755545""",Completed,"""CID6225034""",Premier Sedan,New Colony,Meerut,7.9,37.1,,,,,,,227.0,26.13,3.6,4.9,UPI
2024-04-16,17:07:59,"""CNR4556287""",Completed,"""CID8594084""",Bike,Nawada,Maidan Garhi,12.3,36.5,,,,,,,71.0,42.85,4.6,4.6,UPI
2024-01-26,18:36:39,"""CNR1310212""",Completed,"""CID1629384""",Go Sedan,Ashok Park Main,MG Road,13.0,24.2,,,,,,,421.0,30.36,3.8,4.6,Credit Card
2024-05-03,23:12:07,"""CNR2696167""",Completed,"""CID7162558""",Bike,Welcome,Chanakyapuri,13.1,43.2,,,,,,,68.0,33.94,4.4,4.3,Debit Card
2024-05-18,10:21:54,"""CNR3371944""",Incomplete,"""CID5492132""",Go Sedan,Ambience Mall,Mehrauli,3.4,13.1,,,,,1.0,Customer Demand,855.0,8.01,,,Cash
2024-01-01,23:24:09,"""CNR3703507""",Completed,"""CID8940626""",Auto,Shastri Park,Maidan Garhi,10.4,28.9,,,,,,,256.0,48.57,4.6,4.8,Uber Wallet
2024-02-02,22:56:08,"""CNR5937053""",Cancelled by Driver,"""CID4397265""",Auto,IGI Airport,Kadarpur,11.8,,,,1.0,More than permitted people in there,,,,,,,
2024-08-06,03:06:03,"""CNR9726431""",Completed,"""CID1325349""",Bike,Paschim Vihar,Uttam Nagar,3.8,15.3,,,,,,,135.0,44.79,3.1,5.0,Cash
2024-09-01,07:22:55,"""CNR1270707""",Completed,"""CID1070589""",Go Sedan,Dilshad Garden,Lal Quila,9.3,21.7,,,,,,,156.0,38.89,3.1,3.7,UPI
2024-09-20,20:01:27,"""CNR1040438""",Cancelled by Driver,"""CID5089037""",Uber XL,Jahangirpuri,Bhikaji Cama Place,5.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-03-30,22:47:15,"""CNR7650798""",Completed,"""CID2567656""",Bike,Gwal Pahari,Mehrauli,13.5,37.8,,,,,,,348.0,46.08,4.0,4.8,Cash
2024-12-29,09:28:53,"""CNR4810347""",No Driver Found,"""CID9791211""",Premier Sedan,Kherki Daula Toll,Noida Extension,,,,,,,,,,,,,
2024-07-27,10:15:16,"""CNR4267103""",Cancelled by Driver,"""CID7886622""",Go Mini,IGI Airport,Ashok Park Main,8.6,,,,1.0,More than permitted people in there,,,,,,,
2024-06-08,13:00:49,"""CNR3429958""",Completed,"""CID7857639""",Bike,Noida Film City,Jhilmil,11.5,43.3,,,,,,,1092.0,12.95,4.5,4.3,Cash
2024-06-01,10:36:59,"""CNR9361736""",Incomplete,"""CID1201717""",Bike,Green Park,Paschim Vihar,3.3,27.5,,,,,1.0,Other Issue,594.0,1.69,,,Cash
2024-06-11,13:34:20,"""CNR9254703""",No Driver Found,"""CID9770182""",Go Sedan,Maidan Garhi,Gurgaon Sector 56,,,,,,,,,,,,,
2024-05-31,17:05:05,"""CNR8949212""",Cancelled by Driver,"""CID9881304""",Premier Sedan,Ashok Park Main,Central Secretariat,11.3,,,,1.0,Customer related issue,,,,,,,
2024-07-04,16:08:30,"""CNR3814532""",Incomplete,"""CID9301574""",Auto,Anand Vihar ISBT,Rithala,2.1,13.7,,,,,1.0,Customer Demand,603.0,11.87,,,Uber Wallet
2024-03-08,07:40:27,"""CNR5921934""",Completed,"""CID8563137""",Premier Sedan,Saket,Shahdara,12.3,32.4,,,,,,,293.0,14.66,4.5,4.4,UPI
2024-04-29,10:03:53,"""CNR1533236""",Cancelled by Driver,"""CID3240465""",Auto,Subhash Nagar,Ghitorni Village,3.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-19,19:12:35,"""CNR1708751""",Completed,"""CID6384710""",Bike,Tis Hazari,Vidhan Sabha,4.1,31.2,,,,,,,833.0,21.31,4.6,5.0,UPI
2024-09-13,21:22:39,"""CNR3056578""",Cancelled by Customer,"""CID6964458""",Auto,Dwarka Mor,DLF City Court,13.3,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-06-13,03:28:44,"""CNR1161239""",Completed,"""CID3085722""",Go Mini,Karkarduma,Greater Kailash,7.3,37.5,,,,,,,971.0,6.45,5.0,4.7,Credit Card
2024-09-19,11:35:08,"""CNR9668909""",Completed,"""CID1694007""",Bike,AIIMS,Nawada,14.9,39.5,,,,,,,404.0,13.2,4.2,4.9,Cash
2024-08-14,18:09:13,"""CNR8101538""",Cancelled by Driver,"""CID2932849""",Auto,Tagore Garden,Moti Nagar,7.5,,,,1.0,Customer related issue,,,,,,,
2024-12-01,18:58:47,"""CNR3300635""",Completed,"""CID8726709""",Auto,Sushant Lok,Botanical Garden,6.7,31.3,,,,,,,1764.0,32.47,4.3,4.1,Cash
2024-08-24,10:57:32,"""CNR6602964""",Completed,"""CID8909464""",Go Mini,Keshav Puram,AIIMS,13.9,37.2,,,,,,,134.0,10.13,4.6,4.6,UPI
2024-09-30,13:41:55,"""CNR6026493""",Completed,"""CID9942220""",Auto,Connaught Place,Punjabi Bagh,9.5,29.7,,,,,,,162.0,27.6,3.8,4.1,UPI
2024-06-23,20:04:36,"""CNR5052243""",Completed,"""CID5179817""",Auto,Kaushambi,Indraprastha,4.0,29.2,,,,,,,684.0,26.13,4.2,4.6,Uber Wallet
2024-05-28,19:15:34,"""CNR3640559""",Completed,"""CID9871790""",Auto,Mandi House,IMT Manesar,13.1,37.4,,,,,,,455.0,20.46,4.0,4.6,Debit Card
2024-10-13,11:59:33,"""CNR3764138""",Cancelled by Driver,"""CID6808902""",Go Mini,Nirman Vihar,Keshav Puram,4.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-07-28,19:52:17,"""CNR8301647""",Cancelled by Driver,"""CID7820319""",Auto,Madipur,Bhiwadi,10.8,,,,1.0,Customer related issue,,,,,,,
2024-11-24,20:08:01,"""CNR5728965""",Completed,"""CID8180728""",Go Mini,Shastri Park,Bhiwadi,12.0,26.3,,,,,,,433.0,23.44,4.8,4.0,UPI
2024-03-19,19:58:50,"""CNR9627114""",Cancelled by Customer,"""CID7737260""",Bike,Udyog Bhawan,Sarai Kale Khan,5.5,,1.0,Change of plans,,,,,,,,,
2024-01-29,21:26:16,"""CNR2623193""",Cancelled by Driver,"""CID8329909""",Auto,Central Secretariat,Welcome,8.2,,,,1.0,More than permitted people in there,,,,,,,
2024-03-11,10:32:43,"""CNR7989741""",Completed,"""CID4794232""",Go Mini,Jasola,Adarsh Nagar,13.2,39.1,,,,,,,457.0,16.54,4.6,4.2,Credit Card
2024-04-06,10:44:43,"""CNR1623268""",Completed,"""CID3806967""",Auto,Karkarduma,Noida Film City,2.7,28.0,,,,,,,472.0,25.69,4.3,5.0,UPI
2024-09-25,17:04:35,"""CNR1250417""",Cancelled by Customer,"""CID9114185""",Auto,Raj Nagar Extension,RK Puram,13.0,,1.0,Change of plans,,,,,,,,,
2024-10-23,10:27:50,"""CNR1833609""",Completed,"""CID2882570""",Premier Sedan,Arjangarh,Sultanpur,13.2,36.9,,,,,,,71.0,28.56,4.3,4.9,Uber Wallet
2024-11-04,14:16:38,"""CNR9960821""",No Driver Found,"""CID5609729""",Go Mini,Faridabad Sector 15,Sikanderpur,,,,,,,,,,,,,
2024-12-13,20:56:22,"""CNR5524934""",Cancelled by Driver,"""CID5301413""",Go Mini,Satguru Ram Singh Marg,Welcome,10.2,,,,1.0,Customer related issue,,,,,,,
